"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2001-05","8.7","0.22","0.0","63.6","76.7","50.4","20261"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2001-06","9.6","1.12","0.0","70.9","84.6","57.2","20995"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2001-07","11.0","1.13","0.0","79.4","92.6","66.1","19203"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2001-08","9.2","0.53","0.0","79.0","92.4","65.7","19024"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2001-09","8.7","0.06","0.0","70.2","84.2","56.2","18518"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2001-10","7.4","0.92","0.0","55.0","67.4","42.6","4164"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2001-11","6.7","3.34","18.8","42.6","52.0","33.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2001-12","7.2","1.44","20.0","26.3","33.4","19.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2002-01","7.2","1.19","16.1","26.0","34.1","17.9","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2002-02","6.0","0.30","0.7","27.9","36.8","18.9","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2002-03","8.1","2.47","14.4","38.9","49.2","28.6","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2002-04","8.7","2.49","3.6","51.6","63.0","40.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2002-05","8.9","0.48","0.0","59.9","73.0","46.8","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2002-06","9.2","0.18","0.0","71.8","85.9","57.8",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2002-07","8.7","0.14","0.0","81.9","96.0","67.8",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2002-08","9.4","0.03","0.0","75.5","89.7","61.1","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2002-09","9.6","1.13","0.0","66.0","77.5","54.5","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2002-10","7.2","0.71","0.0","49.7","60.8","38.7","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2002-11","6.3","0.64","0.2","37.6","47.5","27.7","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2002-12","7.8","0.54","3.4","35.5","43.4","27.6","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2003-01","5.6","0.64","0.0","38.3","47.9","28.7","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2003-02","6.9","1.06","9.0","34.5","42.4","26.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2003-03","9.8","1.39","5.4","44.5","54.3","34.8","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2003-04","11.2","1.65","4.4","50.4","60.8","40.0","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2003-05","8.1","1.67","0.0","61.3","73.5","49.0","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2003-06","9.2","0.88","0.0","71.1","83.9","58.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2003-07","8.5","0.33","0.0","83.5","98.0","69.1","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2003-08","9.6","0.67","0.0","80.0","92.2","67.8","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2003-09","7.8","1.59","0.0","65.8","79.0","52.6","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2003-10","8.1","0.16","1.0","57.9","71.2","44.5","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2003-11","7.2","1.95","10.7","37.3","43.9","30.6","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2003-12","8.1","3.97","31.2","33.5","40.9","26.2","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2004-01","5.6","0.47","9.9","22.4","28.5","16.3","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2004-02","6.7","2.25","19.8","26.9","34.2","19.5","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2004-03","7.6","0.88","3.9","47.7","58.5","37.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2004-04","9.4","2.37","1.0","52.4","62.8","42.0","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2004-05","9.4","0.95","0.0","60.3","71.8","48.8","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2004-06","8.5","1.70","0.0","70.2","83.0","57.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2004-07","8.7","0.34","0.0","79.0","92.2","65.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2004-08","8.7","0.19","0.0","74.2","87.2","61.2","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2004-09","9.4","0.50","0.0","65.3","78.5","52.2","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2004-10","8.9","3.48","0.1","53.9","63.3","44.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2004-11","6.0","1.24","3.3","39.0","47.3","30.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2004-12","7.2","0.53","3.7","32.7","39.9","25.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2005-01","6.5","1.44","6.7","34.4","40.3","28.6","0"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2005-02","6.3","1.23","11.3","34.9","43.9","26.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2005-03","8.9","2.45","2.8","42.7","52.4","33.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2005-04","10.1","3.15","0.0","50.5","61.3","39.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2005-05","9.2","2.88","0.0","59.3","70.7","47.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2005-06","10.7","1.65","0.0","66.7","79.1","54.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2005-07","8.5","0.01","0.0","80.8","95.3","66.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2005-08","8.7","0.72","0.0","77.0","90.1","63.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2005-09","9.4","0.40","0.0","65.4","78.8","52.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2005-10","8.5","0.91","0.0","54.4","65.7","43.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2005-11","7.8","0.81","1.1","41.4","50.4","32.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2005-12","7.2","1.25","6.9","31.5","40.1","22.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2006-01","7.8","1.37","9.3","34.4","41.9","26.8",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2006-02","7.6","1.26","13.5","33.5","43.4","23.6",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2006-03","9.4","2.76","13.3","41.6","50.8","32.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2006-04","10.1","3.13","2.2","53.3","64.4","42.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2006-05","8.5","0.79","0.0","63.1","75.5","50.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2006-06","8.5","0.72","0.0","73.2","87.5","58.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2006-07","8.7","0.26","0.0","83.0","96.5","69.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2006-08","9.8","0.93","0.0","76.5","89.6","63.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2006-09","8.3","1.87","0.0","63.4","76.3","50.6",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2006-10","8.1","1.02","0.0","50.5","61.6","39.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2006-11","8.3","1.13","8.1","41.0","51.3","30.6",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2006-12","7.2","0.91","9.9","30.7","38.5","22.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2007-01","5.8","0.73","10.8","21.1","30.8","11.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2007-02","7.8","1.54","13.1","36.8","46.0","27.6",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2007-03","7.8","1.11","2.5","46.3","57.4","35.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2007-04","8.9","0.54","0.0","52.5","64.0","41.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2007-05","10.1","0.57","0.0","63.0","76.7","49.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2007-06","8.7","0.80","0.0","73.2","88.0","58.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2007-07","8.5","0.54","0.0","83.9","97.6","70.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2007-08","9.8","0.10","0.0","80.6","93.5","67.8",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2007-09","8.9","1.74","0.0","66.7","80.0","53.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2007-10","7.6","1.89","0.1","51.9","63.3","40.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2007-11","5.6","0.49","0.8","41.9","53.0","30.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2007-12","6.9","3.35","29.8","27.0","33.9","20.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2008-01","8.3","1.30","17.1","23.9","32.6","15.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2008-02","7.2","1.24","17.4","33.2","41.7","24.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2008-03","8.1","1.34","8.3","40.4","50.2","30.6",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2008-04","9.6","0.76","0.0","46.2","58.2","34.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2008-05","8.3","1.02","0.0","57.4","69.7","45.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2008-06","8.3","0.75","0.0","69.9","83.5","56.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2008-07","8.1","0.14","0.0","81.4","95.3","67.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2008-08","8.7","0.83","0.0","77.8","91.9","63.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2008-09","7.4","0.31","0.0","66.5","79.9","53.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2008-10","6.9","1.29","0.5","53.1","65.2","41.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2008-11","5.6","1.50","3.0","42.9","52.1","33.8",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2008-12","8.1","1.29","20.8","30.0","38.2","21.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2009-01","6.3","2.15","10.3","30.6","38.3","23.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2009-02","6.5","0.83","6.3","36.2","45.0","27.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2009-03","9.4","1.72","6.0","42.0","52.2","31.8",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2009-04","9.2","2.56","1.4","48.8","59.1","38.6",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2009-05","7.6","1.36","0.0","61.5","73.8","49.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2009-06","8.1","2.64","0.0","66.4","78.1","54.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2009-07","7.8","0.28","0.0","79.0","92.6","65.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2009-08","8.5","0.40","0.0","75.5","89.7","61.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2009-09","8.5","1.19","0.0","70.6","83.9","57.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2009-10","8.1","1.19","0.5","49.4","59.5","39.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2009-11","6.0","0.20","2.8","41.0","51.9","30.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2009-12","4.7","1.36","17.1","23.6","30.7","16.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2010-01","4.9","0.38","2.3","29.0","36.6","21.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2010-02","5.6","0.50","2.3","36.6","44.3","28.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2010-03","8.7","1.90","5.7","42.7","52.9","32.6",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2010-04","9.6","2.49","5.6","48.9","59.6","38.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2010-05","8.3","2.80","0.2","53.2","64.3","42.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2010-06","8.5","0.96","0.0","68.5","81.3","55.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2010-07","7.6","0.15","0.0","79.1","92.6","65.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2010-08","10.5","1.70","0.0","76.1","89.4","62.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2010-09",,"0.09","0.0","68.8","83.9","53.6",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2010-10","7.2","2.06","1.8","56.7","67.7","45.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2010-11","8.5","2.65","20.9","38.2","46.4","30.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2010-12","5.8","3.04","11.5","33.5","39.5","27.6",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2011-01","4.9","0.64","5.9","27.6","34.4","20.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2011-02","8.9","1.07","11.0","34.1","42.6","25.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2011-03","8.7","2.53","9.1","43.3","52.2","34.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2011-04","8.9","4.06","8.2","45.4","54.4","36.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2011-05","8.1","5.15","0.0","53.1","63.4","42.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2011-06","7.8","1.23","0.0","66.2","78.9","53.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2011-07","9.4","0.59","0.0","78.5","90.5","66.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2011-08","8.7","0.52","0.0","79.0","92.2","65.8",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2011-09","6.9","0.13","0.0","69.5","82.5","56.6",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2011-10","7.6","1.59","0.0","54.8","66.2","43.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2011-11","7.2","1.62","5.5","39.3","49.3","29.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2011-12","4.7","0.03","0.1","29.4","37.8","20.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2012-01","6.3","1.79","6.9","33.2","43.2","23.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2012-02","7.6","1.12","7.4","37.3","45.9","28.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2012-03","11.6","0.59","4.0","49.0","59.7","38.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2012-04","8.9","2.31","1.0","54.0","66.6","41.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2012-05","8.5","0.72","0.0","61.5","73.9","49.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2012-06","9.8","0.00","0.0","73.6","88.3","58.8",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2012-07","9.4","0.73","0.0","82.2","94.9","69.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2012-08","7.8","0.29","0.0","81.7","94.3","69.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2012-09","7.2","0.55","0.0","70.0","83.0","57.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2012-10","6.9","1.53","0.3","55.3","67.4","43.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2012-11","7.2","1.66","15.2","45.5","55.6","35.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2012-12","8.1","1.39","13.1","34.8","41.2","28.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2013-01","5.4","1.52","23.8","19.4","26.6","12.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2013-02","5.8","0.69","14.7","28.6","36.1","21.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2013-03","6.7","0.71","2.7","44.6","54.7","34.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2013-04","7.8","1.95","0.1","49.4","59.8","39.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2013-05","8.1","1.26","0.0","62.6","75.0","50.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2013-06","8.1","0.00","0.0","75.3","89.9","60.8",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2013-07","7.6","1.16","0.0","84.1","97.1","71.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2013-08","9.4","0.17","0.0","82.7","94.6","70.8",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2013-09","8.7","1.18","0.0","70.4","80.8","59.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2013-10","6.3","0.74","0.0","52.4","63.7","41.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2013-11","5.6","0.63","3.5","44.5","54.5","34.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2013-12","5.1","1.65","19.2","24.7","32.5","16.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2014-01","4.9","1.20","10.1","30.5","39.0","21.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2014-02","8.1","1.57","2.2","42.2","50.7","33.6",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2014-03","9.2","1.11","0.5","49.0","59.7","38.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2014-04","8.5","1.55","0.0","51.9","63.4","40.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2014-05","8.5","1.04","0.0","61.7","73.6","49.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2014-06","8.1","1.20","0.0","69.5","82.6","56.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2014-07","8.1","0.50","0.0","81.3","94.3","68.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2014-08","8.1","1.77","0.0","74.3","86.0","62.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2014-09","8.5","2.51","0.0","70.0","81.7","58.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2014-10","7.4","0.01","0.0","57.3","70.2","44.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2014-11","8.1","0.60","0.8","41.3","51.2","31.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2014-12","6.9","1.41","5.7","37.3","45.3","29.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2015-01","4.5","0.86","0.3","34.3","42.0","26.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2015-02","7.2","0.32","0.0","43.9","53.9","34.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2015-03","7.4","0.71","2.8","49.7","61.6","37.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2015-04","9.2","2.33","5.8","52.4","63.7","41.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2015-05","8.1","4.19","0.0","59.9","69.1","50.8",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2015-06","7.6","0.65","0.0","77.5","90.4","64.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2015-07","8.3","1.22","0.0","77.4","89.3","65.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2015-08","8.3","0.89","0.0","77.6","90.0","65.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2015-09","9.2","1.74","0.0","70.8","83.2","58.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2015-10","7.2","0.61","0.0","60.5","70.8","50.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2015-11","8.5","0.41","1.4","39.8","48.8","30.8",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2015-12","7.2","2.24","15.9","31.4","38.9","24.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-01","5.4","1.95","10.6","30.5","36.9","24.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-02","6.9","0.52","3.8","37.1","45.7","28.6",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-03","8.3","2.22","2.7","47.2","56.9","37.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-04","9.4","1.40","0.0","55.1","65.4","44.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-05","8.7","1.59","0.0","61.7","72.8","50.6",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-06","9.2","0.52","0.0","77.4","90.9","64.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-07","9.6","0.00","0.0","83.1","96.2","70.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-08","9.2","0.15","0.0","80.2","93.5","66.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-09","8.9","1.88","0.0","67.3","79.3","55.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-10","8.7","0.91","0.0","58.3","69.6","46.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-11","6.9","1.76","5.7","47.0","57.1","37.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2016-12","6.3","1.99","11.1","29.6","36.7","22.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-01","6.7","1.98","23.2","27.3","33.6","21.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-02","9.8","1.69","6.7","40.0","48.5","31.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-03","8.9","3.51","3.6","50.2","60.6","39.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-04","9.6","3.23","1.0","50.3","60.0","40.6",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-05","8.3","0.61","0.1","62.5","73.9","51.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-06","8.7","0.25","0.0","76.0","89.1","62.8",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07","8.3","0.52","0.0","85.3","97.6","72.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08","8.1","0.07","0.0","81.3","93.3","69.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09","7.8","2.04","0.0","66.9","77.8","56.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10","6.9","0.18","0.0","52.4","64.3","40.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11","7.2","1.17","0.0","47.8","57.9","37.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12","5.4","0.78","7.7","33.1","41.1","25.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01","6.3","0.82","9.6","39.1","47.8","30.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-02","8.5","1.07","14.3","38.7","47.1","30.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-03","8.5","2.59","10.5","46.5","56.1","37.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-04","8.9","1.91","1.4","54.8","66.2","43.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-05","7.8","1.26","0.0","64.5","76.0","53.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-06","9.6","0.05","0.0","74.6","87.5","61.6",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-07","8.3","0.19","0.0","83.1","95.5","70.7",
